COUNTRY,CITY,ZONE,NW_AGO,ORDERS
MX,Lazaro Cardenas,LCS Playa Erendira,7,0.0
BR,Uberaba,Uberaba 2,7,0.0
BR,Itapema,PPR Itapema EMA,7,0.0
BR,Novo Hamburgo,MP Operário/Guarani/Vila Nova NHA,7,0.0
BR,Vitoria,Vitoria MP,7,0.0
CR,Cartago,Paraiso MZ,7,0.0
BR,Limeira,MP JARDIM SANTO ANDRÉ LIM,7,0.0
CR,Cartago,Quircot,7,1.0
BR,Londrina,Cinco Conjuntos,7,0.0
AR,Other,Other,7,3.0
BR,Blumenau,FS Vila Nova/Boa Vista/VIctor Konder BNU,7,1.0
BR,Valinhos,SP - VCP - Valinhos,7,2.0
BR,Rio De Janeiro,Belford Roxo,7,7.0
CR,Alajuela,ALJ Ciruelas,7,0.0
BR,Maringa,MP Jardim Aclimação/Vila Bosque/Vila Marumby/Chácara Paulista MGF,7,1.0
BR,Bauru,FS Vila Bonfim/Vila Universitária/Higienópolis - BAU,7,5.0
BR,Araraquara,SP - ARA - Jardim universal,7,0.0
BR,São Carlos,USP - QSC,7,1.0
MX,Tlaxcala,TXL San José,7,0.0
BR,Bauru,MP Jardim Marambá/Vila Monlevade - BAU,7,0.0
BR,Cuiaba,Cristo Rei,7,2.0
EC,Other,Other,7,0.0
BR,Sertãozinho,Sertãozinho MP,7,0.0
BR,Itanhaem,Itanhaem,7,1.0
BR,Maringa,FS Jardim Universitário/Zona 7/Jardim Ipiranga MGF,7,0.0
BR,Passo Fundo,Passo Fundo Microzona,7,1.0
BR,Campos Dos Goytacazes,MP Parque João Seixas GOY,7,0.0
BR,Foz Do Iguaçu,PR - Foz - Jardim do Horto,7,0.0
BR,Anapolis,MP Vila Santa Maria de Nazareth APS,7,0.0
BR,Cuiaba,MP Jardim Cuiabá/Goiabeira/Santa Rosa - CGB,7,0.0
MX,Santo Domingo Tehuantepec,THC Centro,7,1.0
BR,Bauru,FS Vila Regina - BAU,7,0.0
BR,Cuiaba,Morro da Serra,7,0.0
BR,Anapolis,MP Vila Brasil/Vila Santa Maria APS,7,0.0
BR,Volta Redonda,MP Jardim Amalia VRD,7,1.0
BR,Valparaiso De Goias,DOM CIDADE JARDINS VAL,7,1.0
BR,Cuiaba,MP Poção/Areão/Jardim Guanabara - CGB,7,1.0
BR,Other,SP - BAR - Barueri,7,0.0
BR,São Luis,SAO FRANCISCO,7,0.0
BR,Volta Redonda,MP Tangirinal/ Conforto VRD,7,3.0
BR,Franca,MP Vila Santa Maria FRC,7,0.0
BR,Franca,FS Vila Aparecida FRC,7,0.0
BR,Ourinhos,MP VILA NOVA SÁ OUR 1,7,0.0
CO,Apartado,Apartado,7,1.0
MX,Rio Verde,RVE Rio Verde El Refugio,7,0.0
BR,Blumenau,MP Escola Agrícola/Itoupava Seca/Salto Norte BNU,7,0.0
BR,Franca,MP Vila Imperador FRC,7,2.0
MX,Heroica Cardenas,HCR Centro,7,0.0
BR,Limeira,FS VILA ESTEVE LIM,7,0.0
BR,Araçatuba,BRZ Araçatuba ATU,7,0.0
MX,Tecoman,TCM Centro,7,0.0
CO,Bogota,Calera_arboreto,7,0.0
BR,Vitoria,MP JARDIM LIMOEIRO SER,7,0.0
BR,Vitoria,MP PLANALTO DE CARAPINA SER,7,0.0
MX,Navolato,NVT Novolato,7,0.0
BR,Vinhedo,SP - VCP - Valinhos,7,0.0
BR,Other,SP - SP - Cantareira,7,0.0
CR,Alajuela,ALJ Tambor,7,0.0
BR,Vila Velha,Vila Velha MP,7,0.0
PE,Huanuco,Amarilis,7,0.0
PE,Huacho,Huacho,7,0.0
BR,Caruaru,MP Kennedy/Caiuca/Maria Auxiliadora - CAU,7,0.0
BR,Other,Vila Velha MP,7,0.0
BR,São Carlos,Jd Parque Sisi - QSC,7,0.0
BR,Mogi Das Cruzes,Expansao Yotsu - MOG,7,0.0
CR,Alajuela,ALJ_Urbanizacion_La_Paz,7,0.0
BR,Cuiaba,Várzea Grande,7,0.0
EC,Guayaquil,La Rioja,7,0.0
BR,São Luis,SANTA ROSA,7,0.0
MX,Other,Mid_Sur_Aeropuerto,7,0.0
BR,Joinville,MP Glória JOI,7,0.0
BR,Indaiatuba,Residencial Duas Marias - IND,7,0.0
BR,Amparo,Amparo,7,0.0
PE,Abancay,Las Americas,7,0.0
MX,Papantla,PTL Papantla de Olarte,7,0.0
BR,Vitoria Da Conquista,DOM BNH VIT,7,0.0
BR,Marilia,FS Jardim Tangara/Banzato - MII,7,0.0
BR,Other,SP - DIA - Diadema 2,7,0.0
BR,Nova Friburgo,DOM SUIÇO NFB,7,5.0
BR,Rio Das Ostras,DOM BOCA DA BARRA ROS,7,0.0
MX,Cuauhtemoc,CMO Los Pinos,7,0.0
BR,Indaiatuba,Expansao Jardim Regina - IND,7,0.0
CL,Puerto Varas,Puerto Varas,7,0.0
CO,Pereira,San Felipe,7,0.0
BR,Other,SP - GRU - Jardim Nova Cidade,7,0.0
MX,Rio Bravo,RIB Rio Bravo SUR,7,0.0
AR,Neuquen,Other,7,0.0
BR,Cuiaba,Passagem da Conceição,7,0.0
BR,Petropolis,DOM DUCHAS PET,7,0.0
UY,Montevideo,LAGOMAR,7,0.0
BR,Foz Do Iguaçu,PR - Foz - Bairro Três Fonteiras,7,0.0
MX,Lagos De Moreno,LDM Torrecillas,7,0.0
BR,Other,Vitoria FS,7,2.0
BR,Joinville,MP Bom Retiro JOI,7,2.0
BR,Other,SP - SBC - Campestre / Jardim,7,0.0
BR,São Luis,JARDIM EL DORADO,7,0.0
CL,Los Andes,Los Andes,7,0.0
BR,Aracaju,Barra dos Coqueiros,7,0.0
MX,Chihuahua,Other,7,0.0
BR,Sumare,DOM VILA SANTANA SUM,7,1.0
CR,Cartago,San Isidro MZ,7,0.0
CO,El Retiro,Retiro,7,0.0
BR,Franca,MP Parque Vicente Leporace 1 FRC,7,0.0
BR,Patos De Minas,Patos de Minas,7,0.0
BR,Bertioga,Bertioga MP,7,0.0
BR,Americana,DOM JARDIM MOLLON STA,7,0.0
BR,Limeira,MP VILA ANITA LIM,7,2.0
BR,Other,SP - SP - Santo Amaro/Jabaquara,7,0.0
BR,Other,DF - BSB - Gama,7,4.0
BR,Joinville,MP América/Saguaçu JOI,7,0.0
BR,Maringa,MP Jardim Alvorada/Jardim Pinheiros/Jardim Oasis/Jardim Dourados/Jardim Tupinamba/Vila Morangueira MGF,7,0.0
BR,Maringa,Maringá - RES. ICARO,7,0.0
BR,Other,SP - GRU - Centro,7,0.0
BR,Other,SP - SP - Brasilandia,7,0.0
BR,Brasilia,DF - BSB - Sobradinho,7,0.0
BR,São Luis,TURU,7,0.0
BR,Cuiaba,FS Santa Helena/Araes/Duque de Caxias/Centro Norte/Morada do Sol/Quilombo/Santa Maria - CGB,7,0.0
BR,Caxias Do Sul,MP Mal. Floriano CXJ,7,0.0
CL,Santiago De Chile,Santiago_sur,7,1.0
MX,Cuauhtemoc,CMO Zona Centro,7,0.0
BR,Araraquara,SP -  ARA - Vila de Aracoara,7,2.0
CR,Alajuela,ALJ_Pavas_Ote,7,0.0
BR,Teresopolis,DOM AGRIÕES TRE,7,0.0
PE,Chincha,GROCIO PRADO,7,0.0
BR,Rio De Janeiro,DOM POSTO MARICA MAC,7,1.0
CR,Alajuela,ALJ Alajuela Centro,7,1.0
BR,Foz Do Iguaçu,PR-  FOZ - Jardim Eldorado,7,2.0
BR,Bauru,MP Jardim Niceia/Jardim Colonial/Jardim Sambura - BAU,7,1.0
BR,Maringa,FS Zona 01/Zona 02/Zona 03/Zona 04 MGF,7,3.0
BR,Poços De Caldas,MG -PDC - Centro,7,0.0
BR,Novo Hamburgo,MP Ideal/Ouro Branco/Pátria Amada NHA,7,0.0
BR,Mogi Das Cruzes,Vila Natal - MOG,7,1.0
BR,Indaiatuba,Jardim Itamaraca - IND,7,0.0
CR,Alajuela,ALJ_Pavas_Pte,7,0.0
BR,Poços De Caldas,Country Club - Pocos de Caldas,7,0.0
BR,Itabuna,PH Itabuna ITA,7,0.0
BR,Mogi Das Cruzes,Mogi Das Cruzes,7,0.0
CL,Buin,Buin centro,7,0.0
BR,Itajai,BRZ Itajaí ITJ,7,1.0
BR,Other,SP - SP - Vila Medeiros/Vila Maria,7,0.0
CR,Cartago,Quebradilla MZ,7,0.0
BR,Limeira,MP CHÁRACA BOA VISTA GRAMINHA  LIM,7,0.0
BR,Limeira,MP VILA CASTELAR LIM,7,0.0
BR,Ourinhos,MP JARDIM BRILHANTE OUR,7,0.0
BR,São Carlos,Vila Nery - QSC,7,0.0
BR,Ourinhos,MP JARDIM ESTORIL OUR,7,0.0
BR,Porto Velho,MP Pedrinhas/Jardim América PVH,7,0.0
MX,Valle De Santiago,VDS Valle de Santiago,7,1.0
MX,Ciudad Juarez,Other,7,0.0
BR,Grande São Paulo,Itaquaquecetuba,7,0.0
BR,Campos Dos Goytacazes,MP Parque São Lino GOY,7,0.0
BR,Caxias Do Sul,FS Rio Branco/São Leopoldo/Floresta/Medianeira/São Pelegrino CXJ,7,0.0
BR,Foz Do Iguaçu,PR - FOZ - Bairro Portal,7,1.0
MX,Heroica Cardenas,HCR Norte,7,0.0
BR,Other,SP - OSC - Baronesa/Jardim Elvira,7,0.0
BR,Mogi Das Cruzes,Expansao Centro Sul - MOG,7,0.0
BR,Presidente Prudente,BRZ Presidente Prudente PDT,7,0.0
BR,Cuiaba,Jardim Imperial,7,1.0
BR,Vitoria,Jardim Camburi,7,0.0
BR,Anapolis,MP Vila Goiás/Vila Industrial APS,7,0.0
BR,Other,SP - GRU - Aeroporto,7,0.0
BR,Resende,DOM BARBOSA LIMA RES,7,1.0
BR,Other,Vitoria MP,7,0.0
BR,Foz Do Iguaçu,PR - FOZ - Jardim Niteroi,7,0.0
BR,Macae,MP Granja dos Cavaleiros MEA,7,0.0
MX,Lagos De Moreno,LDM Granadillas,7,1.0
BR,São Luis,MP Vinhais/Jardim Bela Vista SLZ,7,0.0
BR,Foz Do Iguaçu,PR - FOZ - Bairro Morumbi,7,1.0
BR,Franca,MP Vila Santa Cruz FRC,7,1.0
BR,Uberaba,Uberaba 1,7,0.0
BR,São Luis,MP Jardim Renascença SLZ,7,0.0
BR,Marilia,FS Alto Cafezal/Montolar/Santa Olivia - MII,7,0.0
BR,São Luis,ALTO DO PINHO,7,0.0
BR,Montes Claros,MP SANTA RITA MON,7,0.0
BR,Jaragua Do Sul,DOM VILA BAEPENDI JAR,7,0.0
BR,Limeira,FS JARDIM MARIA FLORA LIM,7,0.0
PE,Other,Asia,7,0.0
PE,Talara,TALARA,7,0.0
BR,Chapeco,Chapeco,7,0.0
BR,Other,SP - SP - Granja Viana,7,0.0
BR,Joinville,Joinville - NOVA BRASILIA,7,0.0
BR,Campos Dos Goytacazes,RJ -  CDG - Parque Lulio Negrão,7,0.0
BR,Belo Horizonte,MG - BHZ - Sul,7,1.0
BR,Joinville,Joinville - FATIMA,7,1.0
MX,Rio Verde,RVE Rio Verde El Manantial,7,0.0
CO,Cali,TERRON COLORADO,7,1.0
BR,Cascavel,PH Cascavel CAC,7,1.0
BR,Other,Praia da Costa - Vila Velha,7,0.0
BR,Cuiaba,FS Lixeira/Baú/Jardim Leblon/Bosque da Saúde/Canjica/Terra nova/Dom bosco/Campo Verde - CGB,7,0.0
BR,Aracaju,Soledade,7,1.0
BR,Volta Redonda,MP Santo Agostinho VRD,7,0.0
BR,Araraquara,SP - ARA - Jardim Tangara,7,2.0
MX,Hidalgo De Parral,HDP Centro,7,0.0
PE,Pucallpa,Calleria,7,0.0
BR,Caruaru,FS Universitario - CAU,7,0.0
BR,Florianopolis,SC - FLN - Santo Antonio de Lisboa,7,1.0
BR,Other,SP - GRU - Jardim Pres. Dutra,7,0.0
MX,Rio Bravo,RIB Rio Bravo NTE,7,0.0
BR,Franca,FS Vila FLores FRC,7,0.0
BR,Maringa,Maringá - JARDIM AURORA,7,0.0
BR,Vitoria,MP CARAPINA GRANDE SER,7,2.0
MX,Cancun,cunZona hotelera,7,0.0
BR,Joinville,MP Bom Retiro JOI 2,7,0.0
BR,Porto Velho,MP Embratel PVH,7,0.0
BR,Montes Claros,MP CIDADE SANTA MARIA MON 1,7,0.0
BR,Caxias Do Sul,FS Cristo Redentor/Nossa sra. de lourdes/Centro CXJ,7,0.0
CO,Ipiales,Ipiales,7,0.0
CL,Curico,Curicó,7,0.0
MX,Penjamo,PMO Centro,7,0.0
BR,São Luis,MP Quintas do Calhau/ Parque Athenas SLZ,7,0.0
CR,Alajuela,ALJ_San_Jose,7,0.0
CL,Melipilla,Melipilla centro,7,0.0
BR,Leme,Leme,7,0.0
BR,Campos Dos Goytacazes,MP Jardim Carioca GOY,7,0.0
BR,Porto Seguro,DOM PORTO SEGURO PRS,7,0.0
CO,La Ceja,La Ceja,7,1.0
BR,Bauru,FS Jardim Estoril/Centro - BAU,7,0.0
BR,Other,SP - SP - Vila Matilde/Penha,7,0.0
BR,Novo Hamburgo,Novo Hamburgo MP,7,0.0
BR,Montes Claros,MP MELO MON,7,0.0
BR,Cuiaba,MP Grande Terceiro/Barbado/Jardim California/Jardim Petrópolis/Boa esperança - CGB,7,1.0
BR,Macae,MP Riviera Fluminense/Praia Campista MEA,7,1.0
BR,Maringa,MP Vila Santa Izabel/Jardim Los Angeles/Jardim Maravilha MGF,7,0.0
MX,Monterrey,Santiago,7,0.0
CL,Valdivia,Valdivia,7,0.0
CO,Armenia,El Eden,7,0.0
BR,Barreiras,DOM SANDRA REGINA BAE,7,0.0
BR,Cuiaba,Petrópolis,7,0.0
MX,Guadalajara Eventos,Astro Arenas,7,0.0
BR,Other,SP - GRU - Jardim Matarazzo,7,0.0
BR,Other,SP - SP - Parque do Carmo,7,0.0
BR,Novo Hamburgo,MP Ricão/Petrópolis/Primavera NHA,7,0.0
BR,Itu,Itu,7,0.0
BR,Aracaju,Marcelo Deda,7,2.0
BR,Manaus,Manaus MP,7,3.0
BR,Cuiaba,MP UFMT/Jardim das Américas/Jardim Leblon/Pedregal/Jardim Renascer/Jardim Itália - CGB,7,0.0
BR,Vitoria,MP PARQUE RES. LARANJEIRAS 2 SER,7,0.0
BR,Volta Redonda,MP Nossa SRA. das Gracas VRD,7,0.0
BR,Campos Dos Goytacazes,MP Vila da Rainha GOY,7,0.0
MX,Nacajuca,NCA Jalpa,7,0.0
BR,Anapolis,MP Jardim Bela Vista/Vila Góis APS,7,0.0
BR,Foz Do Iguaçu,PR- FOZ - Vila A,7,0.0
EC,Quito,Aeropuerto,7,0.0
BR,São Carlos,Parque Primavera - QSC,7,0.0
CL,Buin,Linderos,7,0.0
BR,Maringa,PARQUE DAS GREVILEAS,7,0.0
BR,Atibaia,DOM VILA JUNQUEIRA ATI,7,0.0
BR,Santos,Sitio Do Campo,7,1.0
BR,Other,SP - BAR - Alphaville,7,0.0
BR,Betim,Betim MP,7,0.0
BR,Foz Do Iguaçu,PR - FOZ - Jardim Itamarati,7,0.0
BR,Grande São Paulo,SP - SP - Cantareira,7,0.0
BR,Limeira,MP VILA LIMEIRANEA LIM,7,0.0
BR,São Luis,MP Ponta do Farol/ Calhau SLZ,7,0.0
BR,Maringa,Maringá - VILLA EMILIA,7,0.0
PE,Tarapoto,Barrio Comercio,7,0.0
CO,Bogota,Chapinero,6,277005.0
CO,Bogota,Usaquén,6,241602.0
PE,Lima,Miraflores,6,126245.0
CO,Medellin,Poblado_guayabal,6,124015.0
PE,Lima,San isidro,6,114077.0
CO,Medellin,Laureles_belén,6,108727.0
CO,Bogota,Colina,6,99619.0
AR,Buenos Aires,Microcentro,6,96660.0
MX,Ciudad De Mexico,Del Valle-Narvarte,6,91459.0
MX,Ciudad De Mexico,Roma-Polanco,6,83221.0
AR,Buenos Aires,CABALLITO,6,75023.0
AR,Buenos Aires,Palermo,6,73667.0
CO,Barranquilla,Riomar,6,70502.0
PE,Lima,San Borja,6,68093.0
MX,Guadalajara,La estancia,6,60379.0
AR,Buenos Aires,Belgrano,6,55424.0
CO,Cali,Cali Centro oeste,6,53395.0
MX,Ciudad De Mexico,Coyoacan-Pedregal,6,57557.0
CO,Medellin,Envigado,6,52414.0
CO,Bogota,Engativa,6,45680.0
MX,Guadalajara,Zapopan,6,45853.0
BR,Grande São Paulo,Jardins/Pinheiros,6,43035.0
BR,Grande São Paulo,SP - SP - Itaim Bibi,6,43560.0
CO,Bogota,Salitre,6,41424.0
CO,Barranquilla,Miramar y Alamedas,6,40485.0
PE,Lima,Monterrico,6,41709.0
AR,Buenos Aires,Urquiza - Saavedra,6,36888.0
CO,Bogota,Suba,6,36533.0
MX,Ciudad De Mexico,CDMX_coapa_iztapalapa,6,43508.0
CO,Cali,Ingenio Limonar,6,37532.0
PE,Lima,San Miguel,6,37560.0
CO,Medellin,Caribe_centro,6,33382.0
BR,Grande São Paulo,Barra_funda/Lapa,6,32468.0
CO,Medellin,Sabaneta,6,31925.0
CO,Bogota,Fontibon,6,31271.0
MX,Monterrey,San Pedro,6,29433.0
CL,Santiago De Chile,las_condes_vitacura,6,28504.0
CO,Barranquilla,Centro y nor occidente,6,29441.0
MX,Monterrey,Mitras Centro,6,27935.0
AR,Buenos Aires,DEVOTO,6,28204.0
CL,Santiago De Chile,Ñuñoa Providencia,6,26915.0
MX,Ciudad De Mexico,Satélite-Naucalpan,6,30553.0
CO,Bucaramanga,Centro y Cabecera,6,27078.0
CO,Bogota,Kennedy,6,25013.0
CO,Cali,Cali Norte,6,26938.0
CO,Bogota,Candelaria,6,24322.0
CO,Cali,Pance y ciudad jardin,6,24875.0
CO,Medellin,Itagui_y_la_estrella,6,24986.0
MX,Guadalajara,Valle Real,6,23363.0
MX,Monterrey,Contry,6,22872.0
AR,Buenos Aires,Chacabuco - La Boca,6,20582.0
PE,Lima,La Molina,6,20776.0
PE,Lima,Cono norte,6,20574.0
AR,Buenos Aires,Flores,6,19166.0
PE,Lima,Centro Lima,6,20394.0
MX,Puebla,Angelopolis,6,20556.0
CO,Bucaramanga,Floridablanca,6,18315.0
AR,Buenos Aires,Vicente Lopez - Olivos,6,18052.0
CO,Barranquilla,Prado,6,18567.0
MX,Ciudad De Mexico,Tlalnepantla,6,20106.0
MX,Ciudad De Mexico,CDMX_GAM,6,21267.0
MX,Merida,MID_MX NORTE,6,19177.0
CO,Cali,Lido Plametto,6,18239.0
MX,Ciudad De Mexico,Santafe,6,18727.0
MX,Puebla,Centro_calvario,6,18883.0
CO,Cartagena,Bocagrande,6,16687.0
CO,Bello,Bello,6,17290.0
BR,Grande São Paulo,SP - SP - Morumbi/Vila Andrade,6,16828.0
MX,Guadalajara,Oblatos,6,17402.0
AR,Cordoba,Cordoba Centro,6,17074.0
MX,Ciudad De Mexico,CDMX_Agricola_Benito_Juarez,6,20335.0
CO,Bogota,Antonio Nariño,6,15175.0
MX,Monterrey,Cumbres Poniente,6,15809.0
CO,Cartagena,La Castellana,6,15520.0
MX,Monterrey,San Nicolás,6,14669.0
CL,Santiago De Chile,Santiago_centro,6,15392.0
MX,Ciudad De Mexico,Centro-Histórico,6,17419.0
MX,Queretaro,QRO_CENTRO,6,14328.0
CO,Cartagena,Manga,6,14454.0
MX,Guadalajara,La tijera,6,14409.0
MX,Saltillo,SAL_Centro,6,14200.0
PE,Lima,Santa Anita,6,13993.0
CO,Chia,Chia,6,13438.0
PE,Lima,Comas,6,13687.0
AR,La Plata,Plaza italia,6,13893.0
CO,Cartagena,Marbella - Crespo,6,12430.0
CO,Cucuta,Cúcuta All,6,14113.0
MX,Merida,MID_FRANCISCO DE MONTEJO,6,13248.0
CO,Santa Marta,Centro,6,12363.0
PE,Lima,Chorrillos,6,11728.0
AR,Buenos Aires,San Isidro - Victoria,6,11839.0
CO,Barranquilla,Villa Campestre,6,11836.0
CO,Ibague,Guabinal,6,12075.0
PE,Lima,San Juan de Miraflores,6,11188.0
BR,Grande São Paulo,Se/Ipiranga,6,11197.0
MX,Ciudad De Mexico,Aragón-Ecatepec,6,14057.0
MX,Hermosillo,Hmo_Centro,6,11726.0
CO,Cali,Zona unico oriente,6,11171.0
BR,Grande São Paulo,SP - SP - Santo Amaro/Jabaquara,6,10710.0
MX,Monterrey,Santa Catarina,6,9872.0
AR,La Plata,Malvinas los hornos,6,10658.0
MX,Reynosa,Reynosa_centro,6,9249.0
MX,Merida,MID_CENTRO,6,10906.0
MX,Merida,MID_CAUCEL PONIENTE,6,10558.0
PE,Trujillo,Centro Trujillo,6,10119.0
MX,Monterrey,Centro,6,9703.0
MX,Guadalajara,Tlaquepaque,6,9959.0
AR,Buenos Aires,Lomas de Zamora - Banfield,6,9875.0
CO,Armenia,Centro,6,10152.0
MX,Monterrey,MTY_Guadalupe,6,9549.0
CO,Monteria,Centro,6,9839.0
CO,Chia,Cajicá,6,9404.0
MX,Ciudad De Mexico,Interlomas,6,10163.0
MX,Hermosillo,Hmo_Poniente,6,8893.0
MX,Nogales,Nogales,6,9194.0
PE,Arequipa,Cercado Arequipa,6,9084.0
MX,Queretaro,QRO_EL_PUEBLITO,6,8462.0
MX,Ciudad De Mexico,Bosques,6,9719.0
CO,Pereira,Pinares Sur,6,8638.0
MX,Monterrey,Escobedo,6,8753.0
CL,Santiago De Chile,lo_barnechea,6,8047.0
CO,Monteria,Norte,6,9202.0
MX,Cancun,Cun Centro,6,8693.0
EC,Quito,Carolina,6,9596.0
AR,Buenos Aires,Ramos,6,8360.0
MX,Veracruz,VER_Centro,6,8325.0
MX,Merida,MID_AMERICAS TEMOZON,6,9125.0
AR,Buenos Aires,Liniers - Lugano,6,7093.0
CO,Bucaramanga,Cacique y Sur,6,7552.0
CO,Armenia,Armenia Sur,6,7905.0
CO,Villavicencio,Villavo sur,6,8161.0
CO,Bucaramanga,Norte,6,7725.0
MX,Colima,Col_Col,6,6707.0
MX,Uruapan,Uruapan,6,7385.0
MX,Morelia,MOR Las Américas,6,8282.0
AR,Rosario,Rosario (Centro),6,6442.0
MX,Monterrey,La Fe,6,7188.0
MX,Torreon,Tor_sur,6,7160.0
CO,Pereira,Pinares_Dosquebradas,6,7830.0
MX,Puerto Vallarta,Pvr_puertovallarta,6,7076.0
CO,Manizales,centro,6,7472.0
MX,Playa Del Carmen,PDC_1,6,7306.0
CL,Santiago De Chile,La Florida San Joaquin,6,6557.0
AR,Buenos Aires,Lanus,6,6658.0
CL,Santiago De Chile,macul,6,6548.0
CO,Rionegro,Rio Negro,6,7270.0
MX,Merida,MID_KANANSIN,6,7410.0
CO,Villavicencio,Villavo Norte,6,6973.0
BR,Grande São Paulo,SP - SBC - Baeta/Santo André,6,6453.0
AR,Buenos Aires,Caseros - Bonich,6,6676.0
MX,Ciudad De Mexico,Coacalco,6,8866.0
MX,Culiacan,Barrancos_Primavera,6,6578.0
CO,Tunja,Tunja,6,6998.0
MX,San Luis Potosi,SLP_Centro,6,6785.0
BR,Rio De Janeiro,Botafogo,6,6163.0
MX,Culiacan,Centro,6,6762.0
BR,Recife,PE - REC - Zona Sul,6,6104.0
MX,Saltillo,SAL_Norte,6,6398.0
PE,Arequipa,Paucarpata,6,6316.0
MX,Puebla,San_sebastian,6,7155.0
MX,Oaxaca,Oax_Centro,6,6623.0
BR,Fortaleza,ce_for_aldeota/coco,6,6257.0
CO,Santa Marta,Troncal,6,6154.0
MX,Queretaro,QRO_CENTRO_SUR,6,6061.0
MX,Monterrey,MTY_Apodaca_Huinalá,6,5872.0
PE,Chiclayo,Centro Chiclayo,6,6222.0
MX,Veracruz,VER_Costa-Oro,6,6749.0
MX,Nuevo Laredo,Nlar_centro,6,6072.0
CO,Pereira,Cuba,6,6467.0
CO,Bogota,Bosa,6,5857.0
BR,Belo Horizonte,MG - BH -Centro Sul,6,6441.0
BR,Recife,PE - REC - Zona Norte,6,5591.0
MX,Monterrey,Apodaca Centro,6,5811.0
MX,Guadalajara,Tonalá,6,6157.0
AR,Mar Del Plata,MAR_DEL_PLATA_CENTRO,6,5759.0
MX,Tampico,Tam_aeropuerto,6,5732.0
CO,Manizales,Zona La Enea,6,5882.0
BR,Grande São Paulo,SP - SCS - São Caetano/Sacomã,6,5679.0
PE,Trujillo,Vista Alegre,6,5431.0
AR,Buenos Aires,Munro,6,5351.0
MX,Los Mochis,Moch_1,6,5264.0
MX,Saltillo,SAL_Mirasierra,6,5406.0
MX,Queretaro,QRO_REFUGIO_ZIBATA,6,5238.0
BR,Rio De Janeiro,Leblon,6,5197.0
CL,Santiago De Chile,la_reina_penalolen,6,4486.0
AR,Buenos Aires,San Justo - Villa Madero,6,4876.0
CO,Popayan,Popayan Centro,6,5419.0
AR,Buenos Aires,Moron - El Palomar,6,4761.0
MX,San Luis Potosi,SLP_Sendero,6,5076.0
MX,San Luis Rio Colorado,San Luis Río Colorado,6,5263.0
BR,Grande São Paulo,SP - SP - Mooca/Tatuapé,6,4908.0
AR,Buenos Aires,Villa Ballester,6,4398.0
MX,Torreon,Tor_centro,6,4929.0
MX,Tijuana,TIJ_Centro_Norte,6,5227.0
MX,Saltillo,SAL_El Mimbre,6,4740.0
MX,Culiacan,Valle_Alto,6,5107.0
MX,Playa Del Carmen,PDC_Villas_del_Sol,6,4791.0
MX,Cuernavaca,CVA-Norte,6,4866.0
PE,Lima,Campoy,6,4936.0
MX,Monclova,Monclova,6,4431.0
CO,Mosquera/ Funza,Mosquera - Funza,6,4484.0
MX,Torreon,Tor_norte,6,4682.0
MX,Queretaro,QRO_DELEG_FELIZ_OZORES,6,4279.0
AR,Buenos Aires,Bs As Sur Adrogue,6,4585.0
PE,Lima,San Juan de Lurigancho,6,4564.0
MX,Saltillo,SAL_Saltillo 2000,6,4457.0
BR,Rio De Janeiro,Ipanema,6,4255.0
MX,Cuernavaca,CVA-Centro,6,4724.0
CO,Neiva,Neiva Centro,6,4816.0
AR,Rosario,Rosario Shopping,6,4021.0
CL,Viña Del Mar,Plan Viña,6,4369.0
MX,Cancun,Cun_Los Héroes-Puerto,6,4512.0
CO,Cali,Alfaguara Jamundi,6,4518.0
CO,Pereira,Los molinos,6,4676.0
MX,Reynosa,Rey_florida,6,3870.0
MX,Monterrey,Carretera Nacional,6,4365.0
MX,Leon,LEO_Centro,6,4438.0
CO,Pasto,Pasto Villas del norte,6,4488.0
MX,Torreon,Tor_gomez_palacio,6,3991.0
CO,Soacha,Soacha,6,4323.0
MX,Xalapa,Xalapa Centro,6,4830.0
EC,Guayaquil,Samborondon,6,4630.0
CO,Manizales,Zona Villapilar,6,4320.0
MX,Toluca,Tol_Centro,6,4244.0
MX,Hermosillo,Hmo_Progreso,6,4043.0
MX,Puebla,San francisco,6,4369.0
EC,Guayaquil,Alborada,6,4332.0
CO,Ibague,Centro Ricaurte,6,4169.0
MX,Puebla,Cholula,6,4573.0
MX,Durango,Dgo_centro,6,3889.0
MX,Zamora,ZAM_Zamora_1,6,4104.0
PE,Piura,Residencial,6,4053.0
CO,Santa Marta,Zazue,6,2869.0
MX,Mazatlan,Maz_1,6,3606.0
PE,Lima,Huayna Capac,6,3559.0
CO,Medellin,Manrique_central,6,3823.0
BR,Rio De Janeiro,Copacabana,6,3672.0
MX,Aguascalientes,AGS_Trojes,6,3835.0
CO,Pereira,Cerritos,6,3721.0
MX,Other,Other,6,3692.0
PE,Lima,Callao,6,3536.0
BR,Curitiba,PR - CWB - Batel/Centro,6,3897.0
BR,Grande São Paulo,SP - BAR - Barueri,6,3580.0
MX,Ciudad De Mexico,Las Americas,6,4834.0
PE,Arequipa,Centro Historico Arequipa,6,3963.0
CO,Bogota,Tunjuelito,6,3300.0
MX,Queretaro,QRO_JURICA_JURIQUILLA,6,3400.0
MX,Pachuca,PCH Centro-Prepa 3,6,3600.0
AR,Cordoba,Cordoba Cofico,6,3465.0
MX,Mexicali,MXL_Centro_Norte,6,3431.0
