COUNTRY,CITY,ZONE,NW_AGO,ORDERS
MX,Guaymas,Guaymas,3,1460.0
BR,Recife,PE - REC - Centro,3,1340.0
MX,Tepic,TEP_CENTRO_MOLOLOA,3,1631.0
MX,Tulancingo,TGO Centro,3,1637.0
MX,Cuernavaca,CVA-Temixco,3,1665.0
CO,Mosquera/ Funza,Madrid,3,1476.0
CO,Zipaquira,Zipaquira,3,1601.0
MX,Durango,Dgo_los_viñedos,3,1464.0
PE,Lima,Huachipa,3,1607.0
CO,Cartagena,Horizonte Campanos,3,1579.0
MX,Tijuana,TIJ_Insurgentes,3,1610.0
CL,Viña Del Mar,Reñaca,3,1636.0
MX,Tijuana,TIJ_Casa_Blanca,3,1465.0
AR,Rosario,Belgrano,3,1554.0
AR,La Plata,Gonnet,3,1421.0
CO,Barrancabermeja,Barrancabermeja,3,1612.0
MX,San Cristobal De Las Casas,San Cristobal de las casas,3,1526.0
EC,Quito,Centro de Quito,3,1808.0
AR,Mar Del Plata,MAR_DEL_PLATA_NORTE,3,1416.0
EC,Quito,Sur de Quito,3,1775.0
EC,Quito,El Inca,3,1633.0
BR,Rio De Janeiro,Centro,3,1596.0
BR,Belo Horizonte,MG - BH - Caiçara/Padre Eustáquio/Gameleira,3,1397.0
MX,Acapulco,ACA Las Playas,3,1473.0
CO,Cali,Puerta del Sol 2,3,1305.0
BR,Grande São Paulo,SP - OSC - Osasco,3,1280.0
AR,Salta,Salta_Centro,3,1316.0
AR,Buenos Aires,Nordelta,3,1583.0
MX,Tepic,TEP_SUR_XALISCO,3,1397.0
PE,Lima,San Juan de Lurigancho Centro,3,1261.0
AR,Corrientes,Corrientes,3,1299.0
MX,Aguascalientes,AGS_Pocitos,3,1345.0
MX,Morelia,MOR_Itzicuaro,3,1276.0
CO,Medellin,Alto_de_las_palmas,3,1559.0
UY,Montevideo,Centro,3,1335.0
MX,Tuxtla Gutierrez,TUX_San Francisco Real,3,1366.0
MX,Guanajuato,GUA_NORTE,3,1386.0
CO,Cali,Puerta del Sol,3,1314.0
AR,Buenos Aires,BERAZATEGUI,3,1139.0
CO,Ibague,Mirolindo,3,1437.0
MX,Tijuana,TIJ_El_Refugio,3,1063.0
PE,Lima,Lucyana,3,1254.0
BR,Belo Horizonte,Ouro_preto/Dona_clara,3,1375.0
MX,Los Cabos,LCS_Los_cabos,3,1222.0
BR,Fortaleza,ce_for_centro/fatima/parquelandia,3,1049.0
AR,Mendoza,GRAN_MENDOZA_NORTE,3,878.0
MX,Tampico,Tam_Madero,3,1089.0
MX,Matamoros,MAT Victoria,3,1156.0
AR,Bahia Blanca,BAHIA_BLANCA_SUR,3,917.0
MX,San Miguel De Allende,SMA Centro,3,1353.0
MX,Tijuana,TIJ_Otay_Industrial,3,1317.0
CO,Bucaramanga,Piedecuesta,3,1052.0
MX,San Luis Potosi,SLP_penasco,3,1091.0
AR,Bahia Blanca,BAHIA_BLANCA_NORTE,3,1169.0
EC,Quito,Carcelen Industrial,3,1384.0
AR,Santafe,Santa Fe,3,811.0
MX,Cuautla,Cuautla,3,1122.0
AR,Buenos Aires,Merlo Moreno,3,1034.0
PE,Lima,Centro Lima Red,3,1122.0
MX,Atlacomulco,ATL Atlacomulco,3,1012.0
MX,Pachuca,PCH Bosques-Universidad,3,972.0
AR,Cordoba,Racing Club,3,1241.0
MX,Tampico,Tam_Centro,3,1154.0
BR,Porto Alegre,RS - POA - Partenon,3,1127.0
CO,Ibague,Jardin,3,1280.0
EC,Guayaquil,Naval Sur,3,1240.0
MX,Mexicali,MXL_NuevoMexicali,3,987.0
MX,Rosarito,Rosarito,3,952.0
AR,Cordoba,Cordoba Zona Norte,3,1478.0
PE,Lima,Zona La Victoria Red,3,1214.0
MX,Tapachula,Tapachula,3,1087.0
MX,Chihuahua,CH_Centro,3,1062.0
CL,Santiago De Chile,la_pintana_el_bosque,3,1044.0
BR,Rio De Janeiro,Sao Conrado,3,1010.0
MX,Minatitlan,Minatitlán,3,1009.0
MX,Veracruz,VER_Boca,3,978.0
MX,Mexicali,MXL_Los Portales,3,903.0
MX,Tulum,TUL_Tulum,3,828.0
CO,Barranquilla,Parque Alegra,3,1016.0
EC,Quito,Antiguo Aeropuerto,3,1316.0
PE,Cusco,Larapa,3,1115.0
BR,Grande São Paulo,SP - SP - Vila Matilde/Penha,3,896.0
MX,Matamoros,MAT Treviño,3,909.0
AR,Buenos Aires,San Miguel,3,859.0
MX,Manzanillo,MNZ Santiago Centro,3,910.0
MX,Monterrey,Independencia,3,906.0
EC,Quito,Condado,3,1297.0
AR,Buenos Aires,EZEIZA,3,859.0
MX,Piedras Negras,PDN Seccion 1,3,894.0
CL,Viña Del Mar,Interior V región,3,1075.0
CO,Fusagasuga,Fusagasuga,3,840.0
MX,Texcoco,Texcoco,3,936.0
CO,Riohacha,Riohacha,3,958.0
AR,San Luis,SAN_LUIS,3,923.0
BR,Brasilia,DF - BSB - Asa Sul/Asa Norte,3,924.0
MX,Leon,LEO_Libramiento,3,879.0
EC,Quito,Vicentina- Floresta,3,1119.0
CL,Santiago De Chile,Pudahuel,3,997.0
MX,Tuxtla Gutierrez,TUX Teran,3,910.0
EC,Quito,La Morita II,3,1056.0
EC,Guayaquil,Ceibos,3,1034.0
BR,Fortaleza,ce_for_e_queiroz/cambeba/cid_dos_fun,3,1164.0
CO,Cali,Cali sur,3,883.0
CO,Chia,Cota,3,869.0
BR,Natal,RN - NAT - Zona Sul,3,849.0
MX,Leon,LEO_Las Joyas-Plan,3,1005.0
MX,Tehuacan,Tehuacán,3,781.0
CL,Santiago De Chile,Cerrillos,3,1091.0
MX,Zamora,ZMA Jacona,3,781.0
MX,Cozumel,CZM Cozumel,3,838.0
MX,Morelia,MOR_Puerto_Buenavista_Aldea,3,947.0
AR,Buenos Aires,PACHECO,3,797.0
MX,Ensenada,ENS_Ensenada_1,3,827.0
BR,Santos,SP - SSZ - Santos / São Vicente,3,798.0
CL,Antofagasta,Antofagasta Centro,3,934.0
CL,Concepcion,Conce Centro,3,1054.0
MX,Villahermosa,VSA_Sendero,3,725.0
BR,Natal,RN - NAT - Zona Leste/Zona Oeste,3,711.0
CO,Cartago,Cartago,3,875.0
BR,Grande São Paulo,SP - SP - Mandaqui,3,748.0
PE,Lima,Rosa Luz,3,795.0
EC,Quito,Monteserrin,3,903.0
BR,Curitiba,PR - CWB - Centro Civico/Merces,3,828.0
CO,Bucaramanga,Giron,3,866.0
BR,Grande São Paulo,SP - SP - Jaguará/Pirituba,3,759.0
PE,Arequipa,Cerro Verde Suroeste,3,778.0
CO,Bogota,Arrayanes,3,872.0
PE,Ica,Puente_Blanco,3,818.0
PE,Trujillo,La Esperanza,3,911.0
BR,Rio De Janeiro,Maracana,3,658.0
CL,La Serena,La_Serena,3,1140.0
PE,Huancayo,Lamblaspata,3,779.0
UY,Montevideo,Nuevocentro,3,773.0
PE,Lima,La Taboada,3,735.0
BR,Grande São Paulo,SP - SP - Jardim Sao Luis,3,652.0
PE,Ica,Centro Ica,3,908.0
MX,Manzanillo,MAN_Playa_Azul,3,763.0
CO,Cucuta,Villa del Rosario,3,893.0
AR,Mendoza,GRAN_MENDOZA_GODOY,3,524.0
EC,Quito,Iñaquito Alto,3,828.0
EC,Quito,Valle,3,870.0
MX,Tijuana,TIJ_Buenos_Aires,3,721.0
BR,Curitiba,PR - CWB - Bigorrilho,3,706.0
MX,San Luis Potosi,SLP_Pozos,3,566.0
BR,Curitiba,PR - CWB - Bacacheri/Santa Candida,3,649.0
CL,Santiago De Chile,Maipú,3,845.0
CL,Antofagasta,Antofagasta Sur,3,710.0
MX,Tijuana,TIJ_Florido_Mariano,3,616.0
MX,Leon,LEO_Campestre,3,645.0
CO,Duitama,Duitama,3,581.0
MX,Morelia,MOR_Villa_Tzipekua,3,580.0
MX,Salamanca,Salamanca,3,594.0
AR,Posadas,Posadas,3,639.0
BR,Campinas,SP - CPS - Taquaral,3,697.0
CO,Barranquilla,Concepción,3,645.0
PE,Lima,San Gabriel Alto,3,556.0
AR,San Juan,SAN_JUAN_NORTE,3,422.0
AR,Buenos Aires,Claypole,3,560.0
BR,Rio De Janeiro,Cidade Nova,3,602.0
MX,Garcia,GAR Los nogales,3,717.0
AR,Rio Cuarto,RIO_CUARTO,3,461.0
EC,Guayaquil,Los Almendros,3,712.0
MX,Campeche,CAMP Aeropuerto,3,561.0
CO,Bogota,Usme,3,574.0
BR,Campinas,SP - CPS - Jardim Trevo,3,583.0
EC,Guayaquil,Atarazana,3,631.0
MX,Guasave,GSV Guasave,3,612.0
BR,Grande São Paulo,SP - SP - Itaquera,3,504.0
EC,Quito,Valle de los Chillos,3,728.0
AR,Rosario,Rosario Norte,3,575.0
BR,Belo Horizonte,MG - BHZ - Extremo Leste,3,524.0
BR,Campinas,SP - CPS - Mansões,3,528.0
MX,Atlixco,ATL Centro,3,544.0
AR,San Juan,SAN_JUAN_OESTE,3,466.0
AR,Santiago Del Estero,SANTIAGO_DEL_ESTERO,3,397.0
PE,Huancayo,Huancayo centro,3,561.0
MX,Oaxaca,OAX Morelos,3,529.0
CO,Sogamoso,Sogamoso Sur,3,531.0
BR,Recife,PE - JdG - Piedade/Candeias,3,432.0
BR,Grande São Paulo,SP - GRU - Centro,3,410.0
EC,Quito,Calderon,3,542.0
MX,Orizaba,OZA Jalapilla,3,474.0
MX,Dolores Hidalgo,DLH Dolores Hidalgo,3,530.0
PE,Huancayo,Acocancha,3,654.0
BR,Grande São Paulo,SP - SP - Vila Medeiros/Vila Maria,3,402.0
AR,Bariloche,BARILOCHE_CENTRO,3,320.0
CO,Ibague,El Salado,3,463.0
PE,Cajamarca,San Jose,3,478.0
PE,Ica,La Angostura,3,509.0
BR,Rio De Janeiro,Jacarepagua,3,464.0
AR,Cordoba,Valle Escondido,3,537.0
AR,Salta,Salta_Tres_Cerritos,3,440.0
EC,Cuenca,Centro de cuenca,3,825.0
CL,Santiago De Chile,Quilicura,3,368.0
MX,Zacatecas,ZAC Tres Cruces,3,472.0
AR,Resistencia,RESISTENCIA,3,423.0
BR,Niteroi,Centro / Icaraí,3,429.0
AR,Buenos Aires,Bs As Sur Barrio San Jose,3,423.0
MX,Zacatecas,ZAC Telefe,3,484.0
MX,Silao,SIL Centro,3,409.0
CO,Santa Marta,Oriente,3,301.0
PE,Piura,Villa California,3,336.0
BR,João Pessoa,PB - JPA - João Pessoa,3,360.0
CO,Buga,Buga,3,445.0
MX,Valle De Bravo,VDB_Valle_De_Bravo,3,600.0
MX,Atlixco,ATL Valle Sur,3,407.0
MX,Orizaba,OZA Mirador,3,450.0
BR,Grande São Paulo,SP - SP - Socorro/Cidade Dutra,3,406.0
BR,Porto Alegre,RS - POA - Passo da Areia,3,394.0
CO,Cali,Yumbo,3,460.0
MX,Iguala De La Independencia,IgualaOps1,3,425.0
MX,Pachuca,PCH Tlapacoya -Banus,3,434.0
MX,Tlaxcala,TXL Apizaco,3,360.0
MX,Navojoa,Navojoa,3,455.0
MX,Aguascalientes,AGS_Jesus Maria,3,333.0
MX,Tulancingo,TGO Jaltepec,3,370.0
MX,Fresnillo,FRS Centro,3,383.0
MX,Guanajuato,GUA_SUR,3,410.0
AR,Mendoza,GRAN_MENDOZA_SUR,3,229.0
CL,Concepcion,Trebol Marina,3,470.0
CL,Santiago De Chile,Renca,3,357.0
EC,Guayaquil,Portete,3,520.0
EC,Guayaquil,Villa Club,3,498.0
MX,Lazaro Cardenas,LCS Centro,3,429.0
MX,Delicias,Delicias,3,358.0
EC,Quito,Llano Grande,3,453.0
PE,Ica,Parcona,3,366.0
AR,Tandil,TANDIL,3,509.0
BR,Belo Horizonte,Gloria/Chacaras_Pampulha,3,399.0
UY,Montevideo,Malvin,3,331.0
BR,Curitiba,PR - CWB - Boqueirão/Cajuru,3,325.0
PE,Cajamarca,Cesar Tello,3,370.0
BR,Recife,PE - OLD - Olinda,3,309.0
CL,Rancagua,Rancagua Centro,3,492.0
CO,Florencia,Florencia,3,323.0
BR,Goiânia,GO - GYN - Centro,3,248.0
EC,Guayaquil,El Dorado,3,353.0
AR,La Rioja,LA_RIOJA,3,258.0
EC,Guayaquil,Via la Costa Oeste,3,337.0
MX,Ensenada,ENS_Ensenada_2,3,314.0
BR,Rio De Janeiro,Vargem Pequena,3,280.0
EC,Guayaquil,Orquideas,3,366.0
BR,Recife,PE - REC - Afogados,3,251.0
PE,Ica,Santo_Domingo,3,282.0
EC,Quito,Nayon,3,340.0
BR,Rio De Janeiro,Meier,3,297.0
BR,Fortaleza,ce_for_montese/aero/castelao,3,242.0
EC,Guayaquil,Casa Laguna,3,359.0
CL,Iquique,Iquique,3,319.0
MX,Tulancingo,TGO La Rayuela,3,234.0
CR,San Jose,San_Jose_Centro,3,288.0
AR,San Juan,SAN_JUAN_SUR,3,213.0
PE,Huancayo,Chilca,3,273.0
MX,Tuxpam,TUX_Centro,3,324.0
BR,Grande São Paulo,SP - CPB - Carapicuíba,3,232.0
MX,Leon,LEO_Industrial,3,305.0
AR,Buenos Aires,PILAR,3,171.0
EC,Quito,Sur - este,3,295.0
MX,Atlacomulco,ATL San Lorenzo,3,211.0
BR,Recife,PE - REC - Areia/Ibura/Jordão,3,212.0
MX,Cadereyta De Jimenez,CENTRO CAD,3,253.0
BR,São Jose Dos Campos,SP - SJC - São José dos Campos,3,211.0
BR,Niteroi,Santa_Rosa,3,190.0
AR,Villa Carlos Paz,Carlos Paz,3,188.0
CL,Puerto Montt,Puerto Montt,3,373.0
EC,Guayaquil,Ciudad Celeste,3,209.0
CL,Antofagasta,Antofagasta Norte,3,247.0
BR,Fortaleza,ce_for_dunas/mdb/p_do_futuro/porto,3,189.0
EC,Quito,Carcelen,3,322.0
MX,Tlaxcala,TLX Tlaxcala Centro,3,242.0
CL,La Serena,Coquimbo,3,345.0
AR,Mendoza,GRAN_MENDOZA_MAIPU,3,169.0
MX,Zacatecas,ZAC Mecanicos,3,230.0
PE,Lima,San Luis Red,3,170.0
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,3,205.0
PE,Lima,Huaycan,3,221.0
PE,Piura,Enace,3,224.0
BR,Rio De Janeiro,Taquara,3,144.0
CL,Concepcion,San Pedro,3,217.0
BR,Ribeirão Preto,SP - RAO - Norte,3,211.0
BR,Salvador,BA - SSA - Barra / Ondina,3,178.0
MX,Lazaro Cardenas,LCS La Orilla,3,209.0
BR,Campinas,SP - CPS - Gramado,3,217.0
BR,Rio De Janeiro,Sao Cristovao,3,187.0
BR,Ribeirão Preto,SP - RAO - Sul,3,176.0
CL,Santiago De Chile,chicureo,3,163.0
BR,Other,ce_for_dunas/mdb/p_do_futuro/porto,3,0.0
MX,Tula De Allende,TDA Centro,3,147.0
CR,San Jose,Guadalupe_Sabanilla,3,190.0
BR,Grande São Paulo,SP - SP - Tremembe,3,137.0
CL,Santiago De Chile,San Bernardo,3,237.0
BR,Niteroi,Sao_Francisco,3,176.0
AR,Buenos Aires,DEL_VISO,3,182.0
CR,San Jose,San_Pedro_Curri_3R,3,182.0
BR,Rio De Janeiro,Fregesia,3,166.0
BR,Curitiba,PR - CWB - Santa Felicidade,3,193.0
CL,Viña Del Mar,Curauma,3,208.0
EC,Santa Elena / Salinas / Libertad,Salinas,3,124.0
BR,Grande São Paulo,SP - SP - Granja Viana,3,128.0
MX,Tlaxcala,TLX San Gabriel Cuauhtla,3,167.0
BR,Fortaleza,ce_for_pici/joquei_c/parangaba,3,197.0
MX,Tlaxcala,TLX CHIAUTEMPAN,3,175.0
PE,Trujillo,Huanchaco,3,161.0
MX,Zacatecas,ZAC Centro,3,195.0
CL,Calama,Calama,3,170.0
EC,Guayaquil,Via la costa Este,3,188.0
BR,Brasilia,DF - BSB - Águas Claras,3,210.0
CL,Temuco,Temuco_Centro,3,198.0
CL,Rancagua,Manzanal,3,182.0
MX,Fresnillo,FRS Colosio,3,151.0
EC,Portoviejo,Portoviejo,3,136.0
AR,San Salvador De Jujuy,JUJUY,3,146.0
PE,Lima,Alameda Norte,3,194.0
CL,Talca,Talca,3,172.0
BR,Rio De Janeiro,Cachambi,3,147.0
PE,Ica,San_Joaquin,3,189.0
UY,Montevideo,Prado,3,136.0
BR,Grande São Paulo,SP - GRU - Jardim Matarazzo,3,120.0
AR,San Miguel De Tucuman,Yerba Buena,3,99.0
EC,Cuenca,Batan,3,232.0
CO,Bogota,Siberia,3,164.0
EC,Manta,Manta Beach,3,87.0
BR,Natal,RN - NAT - Parnamirim/Centro,3,109.0
BR,Curitiba,PR - CWB - CIC,3,174.0
AR,Cordoba,VILLA_ALLENDE,3,125.0
PE,Trujillo,El Porvenir,3,131.0
MX,Tecate,TCE Tecate,3,99.0
BR,Belo Horizonte,Santa_amalia/Venda_Nova,3,126.0
EC,Guayaquil,Prosperina,3,149.0
CL,Santiago De Chile,Colina,3,137.0
EC,Guayaquil,Matices,3,118.0
BR,Grande São Paulo,SP - OSC - Baronesa/Jardim Elvira,3,132.0
CL,Santiago De Chile,Población San Joaquin,3,128.0
BR,Fortaleza,ce_for_p_kennedy/a_bezerra/v_velha,3,189.0
MX,Cadereyta De Jimenez,Refineria_Cad,3,128.0
BR,Rio De Janeiro,Piedade,3,145.0
BR,Juiz De Fora,MG - JDF - Juiz de Fora,3,101.0
BR,Rio De Janeiro,Ilha do Governador,3,106.0
BR,Aracaju,SE - AJU - Aracaju,3,178.0
AR,La Plata,City Bell,3,131.0
EC,Quito,Eden del Valle,3,176.0
MX,Tula De Allende,TDA El Llano,3,91.0
MX,Orizaba,OZA El Bejucal,3,99.0
BR,Goiânia,GO - GYN - Jd. Novo Mundo,3,85.0
BR,Maceio,AL - MCZ - Maceió,3,89.0
MX,Los Cabos,LCS_El_Tezal,3,119.0
PE,Other,Other,3,110.0
EC,Guayaquil,Metropolis,3,147.0
EC,Guayaquil,Via a Daule,3,117.0
BR,Other,Other,3,17.0
MX,Tula De Allende,TDA San Marcos,3,103.0
BR,Belem,PA - BEL - Belém,3,97.0
CL,Los Angeles,Los Ángeles,3,87.0
MX,Ciudad Valles,VALL Centro,3,107.0
BR,Campinas,SP - CPS - JD Novo Campos Eliseos/Pauliceia,3,104.0
EC,Guayaquil,Villa del Rey,3,58.0
BR,Rio De Janeiro,Méier Norte,3,86.0
CL,La Serena,Las_Compañias,3,117.0
PE,Lima,Ventanilla Alta,3,90.0
MX,Tlaxcala,TLX San Esteban,3,103.0
EC,Guayaquil,Mapasingue,3,124.0
CL,Copiapo,Copiapó,3,99.0
MX,Zacatecas,ZAC Progresista,3,98.0
AR,Salta,ALVARADO_PULLAY,3,70.0
CR,San Jose,Heredia,3,88.0
BR,Curitiba,PR - CWB - Pinheirinho/Sítio Cercado,3,85.0
BR,Belo Horizonte,MG - BHZ - Barreiro,3,106.0
CL,Chillan,Chillán,3,66.0
EC,Quito,Pifo,3,87.0
BR,Sorocaba,SP - SOR - Sorocaba,3,93.0
MX,Tuxpam,TUX_Tampamacchoco,3,96.0
MX,Zacatecas,ZAC Campesina,3,53.0
MX,Moroleon,URO_Moroleón Centro,3,79.0
BR,Belo Horizonte,MG - CON - Industrial,3,40.0
BR,Brasilia,DF - BSB - Guará,3,61.0
BR,Recife,PE - JbG - Guararapes,3,63.0
PE,Chiclayo,Obrero Municipal,3,84.0
PE,Chimbote,Nuevo Chimbote,3,81.0
PE,Piura,La Molina,3,88.0
CL,Quillota,Quillota,3,74.0
EC,Cuenca,Monay,3,111.0
MX,Orizaba,OZA Ciudad Mendoza,3,74.0
BR,Campinas,SP - CPS - Extremo Sul Divisa,3,72.0
BR,Recife,PE - REC - Estância/Jiquiá,3,71.0
EC,Cuenca,El Vecino,3,84.0
BR,Niteroi,Barreto,3,99.0
BR,Brasilia,DF - BSB - Lago Norte,3,52.0
EC,Manta,Centro de Manta,3,72.0
PE,Cajamarca,Baños del Inca,3,67.0
PE,Lima,Pachacutec,3,66.0
BR,Recife,PE - JbG - Prazeres,3,89.0
MX,Tlaxcala,TLX Santa Cruz Tetela,3,49.0
EC,Quito,Forestal,3,83.0
BR,São Jose Do Rio Preto,SP - SJR - São José do Rio Preto,3,89.0
AR,San Fernando,Catamarca,3,44.0
PE,Chimbote,Bolivar,3,58.0
BR,Grande São Paulo,SP - GRU - Jardim Pres. Dutra,3,27.0
EC,Guayaquil,Buijo,3,69.0
BR,Other,ce_for_centro/fatima/parquelandia,3,0.0
BR,Natal,RN - NAT - Zona Norte,3,65.0
BR,Jundiai,SP - JUN - Jundiaí,3,42.0
BR,Other,RS - POA - Passo da Areia,3,0.0
BR,Belo Horizonte,MG - BHZ - Condominios Nova Lima,3,57.0
BR,Porto Alegre,RS - POA - Sul,3,63.0
BR,Fortaleza,ce_for_l_redonda/sabiaguaba,3,57.0
CL,Santiago De Chile,autopista_central,3,84.0
EC,Guayaquil,Duran,3,65.0
CR,San Jose,Escazú,3,59.0
MX,Cadereyta De Jimenez,CAD EL MILAGRO,3,63.0
CO,Sogamoso,Sogamoso Norte,3,58.0
PE,Chimbote,Bellamar,3,38.0
BR,Salvador,BA - SSA - Rio Vermelho / Horto Florestal,3,53.0
PE,Chimbote,Florida,3,49.0
EC,Machala,La cuatro mil,3,57.0
CO,Bogota,Other,3,46.0
PE,Lima,Ate Norte,3,60.0
PE,Piura,Castilla,3,58.0
EC,Quito,Pusuqui,3,87.0
BR,Santos,DOM Canto do Forte PRG,3,38.0
BR,Brasilia,DF - BSB - Lago Sul,3,39.0
BR,Salvador,BA - SSA - Pituba,3,36.0
MX,Tecate,TCE Santa Anita,3,66.0
BR,Uberlandia,MG - UBE - Uberlândia,3,43.0
EC,Quito,Pisuli,3,64.0
MX,Tecate,TCE Los Maestros,3,75.0
EC,Ambato,Miraflores,3,43.0
MX,Tlaxcala,TLX Altiplano,3,59.0
PE,Mancora,Mancora_Pocitas,3,29.0
BR,Rio De Janeiro,Oswaldo Cruz,3,56.0
MX,Moroleon,URO_Centro,3,54.0
PE,Chimbote,Caceres aramayo,3,56.0
MX,Ciudad Valles,VALL EMILIANO ZAPATA,3,40.0
UY,Montevideo,Carrasco,3,40.0
CO,Bello,Popular,3,21.0
BR,Belo Horizonte,MG - BH - Contagem,3,14.0
AR,Lujan,LUJAN,3,30.0
CL,Temuco,U_Catolica,3,24.0
CO,San Gil,San Gil,3,23.0
BR,Rio De Janeiro,Rio das Pedras,3,38.0
BR,Other,ce_for_messejana/jangurussu,3,0.0
BR,Porto Alegre,RS - POA - Navegantes,3,36.0
EC,Santo Domingo,Centenario,3,62.0
MX,Ciudad Valles,VALL Sur,3,19.0
BR,Fortaleza,ce_for_messejana/jangurussu,3,16.0
MX,Comitan De Dominguez,CMD Centro,3,27.0
CO,Facatativa,Facatativa,3,41.0
BR,Porto Alegre,RS - POA - Leste,3,35.0
BR,Niteroi,Regiao_oceanica,3,32.0
BR,Campinas,SP - CPS - Swiss Park,3,23.0
BR,Recife,PE - REC - Jardim São Paulo,3,33.0
MX,Tlaxcala,TLX San Diego Metepec,3,18.0
PE,Lima,Villa Club,3,50.0
EC,Machala,Raito de luz,3,22.0
EC,Santo Domingo,Bomboli,3,15.0
EC,Quito,Caupicho,3,32.0
BR,Porto Alegre,RS - POA - Sarandi,3,43.0
EC,Ambato,Centro de Ambato,3,42.0
BR,Londrina,PR - LND - Londrina,3,40.0
MX,Cadereyta De Jimenez,CAD DOCE DE OCTUBRE,3,16.0
MX,Tuxpam,TUX_Santiago_de_La_Peña,3,28.0
BR,Campinas,SP - VCP - Jardim Santa Cruz,3,11.0
BR,Other,ce_for_e_queiroz/cambeba/cid_dos_fun,3,0.0
BR,Rio De Janeiro,Campo Grande,3,26.0
AR,San Rafael,SAN_RAFAEL,3,26.0
MX,Tlaxcala,TLX San Pedro Muñoztla,3,25.0
EC,Ambato,Floresta,3,27.0
CL,Concepcion,Talcahuano,3,28.0
MX,Acuña,ACU Centro,3,18.0
CO,Other,Other,3,13.0
MX,Atlixco,ATL La Joya,3,5.0
BR,Jundiai,Varzea Paulista,3,3.0
AR,Buenos Aires,ESCOBAR,3,26.0
EC,Quito,San Martin de Porras,3,5.0
BR,Niteroi,Piratininga / Itaipu,3,14.0
AR,Santafe,SANTA_FE_UNIVERSIDAD,3,14.0
AR,Buenos Aires,MASCHWITZ,3,11.0
BR,Campinas,SP - CPS - Sousas,3,15.0
BR,Florianopolis,SC - FLN - Centro,3,10.0
BR,Niteroi,São Gonçalo,3,9.0
EC,Quito,Argelia Alta,3,17.0
CR,San Jose,Santa Barbara,3,9.0
EC,Quito,Mitad del Mundo,3,38.0
BR,Other,PB - JPA - João Pessoa,3,0.0
CL,Rancagua,Machali,3,20.0
BR,Campo Grande,Campo Grande Expansión,3,7.0
PE,Mancora,Vichayito,3,17.0
BR,Curitiba,PR - SJP - São José dos Pinhais,3,15.0
BR,Campinas,SP - CPS - Vila Boa Vista,3,11.0
BR,Rio De Janeiro,Nova iguaçu,3,26.0
MX,Ciudad Guzman,CDG La Hacienda,3,11.0
CR,Cartago,Cartago_Oriental,3,1.0
BR,Salvador,BA - SSA - Imbui Piatã,3,13.0
MX,Ciudad Valles,VALL Valles Norte,3,8.0
EC,Machala,Las Palmeras,3,7.0
MX,Lazaro Cardenas,LCS Puerto,3,12.0
CR,San Jose,Santa Ana,3,22.0
BR,Balneario Camboriu,SC - BAL - Balneário,3,18.0
BR,Other,BA - SSA - Imbui Piatã,3,0.0
MX,Comitan De Dominguez,CMD Las Flores,3,3.0
BR,Other,DF - BSB - Águas Claras,3,0.0
EC,Machala,Jambeli,3,11.0
BR,Jundiai,Fazenda Grande,3,13.0
CL,Santiago De Chile,Other,3,16.0
BR,Other,ce_for_passare/modubim,3,0.0
PE,Lima,Los Halcones,3,16.0
BR,Piracicaba,Piracicaba MP,3,5.0
MX,Ciudad Guzman,CDG Centro,3,10.0
BR,Other,RS - CAN - Canoas,3,0.0
EC,Guayaquil,Valle Alto,3,0.0
MX,Acuña,ACU Macroplaza,3,10.0
BR,Campinas,SP - VCP - Jardim Santa Lúcia,3,7.0
BR,Rio De Janeiro,Bangu,3,4.0
BR,Teresina,PI - THE - Teresina,3,1.0
BR,Campinas,Cidade Satélite,3,5.0
BR,Londrina,Leonor,3,5.0
CL,Santiago De Chile,Santiago_poniente,3,6.0
BR,Rio De Janeiro,Nilópolis / Mesquita,3,4.0
BR,Florianopolis,SC - FLN - São José,3,11.0
BR,Florianopolis,SC - FLN - Trindade,3,20.0
BR,Salvador,BA - LDF - Lauro de Freitas,3,6.0
BR,Florianopolis,SC - FLN - Continente,3,1.0
MX,Ocotlan,OCN Centro,3,2.0
BR,Florianopolis,SC - FLN - Ilha Sul,3,0.0
BR,Aracaju,Other,3,6.0
EC,Manta,Jesus de Nazaret,3,10.0
PE,Lima,Plaza de Acho Red,3,5.0
BR,Other,SP - JUN - Jundiaí,3,0.0
CO,Pasto,OBONUCO,3,1.0
UY,Other,Other,3,0.0
MX,Rio Verde,RVE Rio Verde Centro,3,3.0
BR,Piracicaba,Piracicaba,3,4.0
BR,Fortaleza,ce_for_passare/modubim,3,8.0
MX,Teziutlan,TEZ_San Diego,3,1.0
MX,Ciudad Mante,CiudadManteOps1,3,6.0
BR,Santos,Vilao Sao Jorge,3,0.0
BR,Guaruja,Guarujá MP,3,5.0
BR,Paulinia,DOM JARDIM AMERICA PAU,3,3.0
MX,Coatzacoalcos,CTZ Allende,3,3.0
CO,Pitalito,Pitalito,3,4.0
BR,Bauru,FS Parque Jardim Europa/Vila Riachuelo - BAU,3,0.0
BR,Hortolândia,DOM PARQUE HORTOLANDIA HOR,3,7.0
BR,Florianopolis,SC - FLN - Ilha Norte,3,4.0
MX,Tulancingo,TGO Cuautepec,3,5.0
BR,Taubate,Taubaté MP,3,0.0
CO,Barranquilla,Malambo,3,3.0
